1-ORF,2-Gene Name,3-Description,4-Localization,5-Cell morphology,6-Mitochondria morphology,7-YPD,8-SD,9-YPG,10-KO*,11-Short-Categorical result,12-Long-Categorical result,13-Short-% decrease with IAA,14-Long-% decrease with IAA,15-Short-0min-signal,16-Short-0min-StD,17-Short-0min-n,18-Short-30min-signal,19-Short-30min-StD,20-Short-30min-n,21-Long-0h-signal,22-Long-0h-StD,23-Long-0h-n,24-Long-24h-signal,25-Long-24h-StD,26-Long-24h-n,27-Mito Signal,28-Mito StD,29-Mito n,
YNR073C,MAN2,"Mannitol dehydrogenase; MAN2 has a paralog, DSF1, that arose from a segmental duplication",0,Normal,Normal,0.982,1.092,1.005,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,141,7,2123,135,8,2896,210,15,2663,160,13,1015,132,14,1013,

YNL011C,YNL011C,Putative protein of unknown function; YNL011C is not an essential gene,0,Normal,Normal,1.053,1.055,1.009,viable ,No fluorescence detected,No fluorescence detected,Not calculated,Not calculated,146,7,3728,135,7,2947,220,14,3881,158,13,480,135,16,482,

YNR075C-A,YNR075C-A,"Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",N/A,Normal,Normal,1.012,1.079,1.126,N/A,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,148,7,2728,144,8,3535,203,15,2097,168,14,707,131,14,698,

YNL012W,SPO1,Meiosis-specific prospore protein; required for meiotic spindle pole body duplication and separation; required to produce bending force necessary for proper prospore membrane assembly during sporulation; has similarity to phospholipase B,0,Normal,Normal,1.036,1.028,1.068,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,136,6,2830,132,7,3269,208,15,2081,161,15,711,135,17,715,

YOL002C,IZH2,"Plasma membrane receptor for plant antifungal osmotin; involved in zinc ion homeostasis, apoptosis; negatively regulates ZRT1 and other functionally divergent genes through CCCTC promoter motif (IzRE); modulates FET3 activity in iron-independent manner; affects gene expression by influencing balance of competition between Msn2p/Msn4p and Nrg1p/Nrg2p for binding to IzRE; transcription regulated by Zap1p, zinc, fatty acid levels; homolog of mammalian adiponectin receptor",0,Normal,Normal,1.04,1.032,1.028,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,137,8,3676,134,9,3779,214,17,2214,169,10,639,129,10,637,

YNL014W,HEF3,"Translational elongation factor EF-3; member of the ABC superfamily; stimulates EF-1 alpha-dependent binding of aminoacyl-tRNA by the ribosome; normally expressed in zinc deficient cells; HEF3 has a paralog, YEF3, that arose from the whole genome duplication",0,Normal,Normal,1.071,1.052,0.978,competitive fitness  decreased ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,144,5,3363,137,7,1176,217,14,3031,156,12,265,134,15,267,

YOL003C,PFA4,Palmitoyltransferase with autoacylation activity; required for palmitoylation of amino acid permeases containing a C-terminal Phe-Trp-Cys site; required for modification of Chs3p; member of the DHHC family of putative palmitoyltransferases,0,Normal,Normal,1.084,1.029,1.009,competitive fitness  decreased ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,135,6,2488,130,6,3170,206,16,2721,167,11,1188,129,12,1207,

YNL018C,YNL018C,"Protein required for sporulation; induced during meiosis and sporulation; gene is a member of Centroid, a centromere-linked gene family; YNL018C has a paralog, YNL034W, that arose from a segmental duplication",0,Normal,Normal,1.079,1.001,1.024,N/A,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,135,6,1393,133,8,1989,209,15,1375,163,12,1253,131,13,1249,

YOL007C,CSI2,Protein of unknown function; green fluorescent protein (GFP)- fusion protein localizes to the mother side of the bud neck and the vacuole; YOL007C is not an essential gene,vacuole,Normal,Normal,1.136,0.92,0.994,viable ,Responsive,Responsive,17,71,150,11,3040,142,8,3051,238,26,1760,167,19,708,135,13,690,

YNL029C,KTR5,"Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR5 has a paralog, KTR7, that arose from the whole genome duplication",0,Normal,Normal,1.155,0.926,1.116,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,146,6,2147,143,6,3023,213,15,2864,168,13,1297,133,14,1330,

YOL011W,PLB3,"Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog, PLB1, that arose from the whole genome duplication",vacuole,Normal,Abnormal,1.147,0.884,1.132,viable ,Responsive,Responsive,33,84,160,13,2818,140,8,3044,243,26,3196,161,12,771,137,16,755,

YNL034W,YNL034W,"Protein required for sporulation; induced during meiosis and sporulation; gene is a member of Centroid, a centromere-linked gene family; not an essential gene; YNL034W has a paralog, YNL018C, that arose from a segmental duplication",0,Normal,Normal,1.159,0.89,1.204,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,144,6,2136,140,7,2845,214,14,3584,161,11,968,131,12,973,

YOL013W-A,YOL013W-A,Putative protein of unknown function; identified by SAGE; overlaps tRNA-Pro/YNCO0011W,0,Normal,Normal,1.112,0.952,1.211,N/A,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,152,6,3073,140,7,1913,206,15,2932,168,24,1581,130,11,1545,

YLR137W,RKM5,Protein lysine methyltransferase; monomethylates Lys-46 of the ribosomal large subunit Rpl1a/Rpl1b; member of the seven beta-strand methyltransferase superfamily; orthologs only found among fungal species,0,Normal,Normal,1.117,1.184,1.08,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,132,6,3156,128,6,2817,203,16,3120,190,13,1736,120,7,1742,

YML083C,YML083C,Protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; strong increase in transcript abundance during anaerobic growth compared to aerobic growth; cells deleted for YML083C do not exhibit growth defects in anerobic or anaerobic conditions,0,Normal,Normal,0.967,1.227,1.029,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,131,5,2839,127,6,3321,205,14,3039,167,15,672,135,19,676,

YLR146W-A,YLR146W-A,Protein of unknown function,N/A,Normal,Normal,0.963,1.187,1.063,N/A,Responsive,Responsive,21,19,142,6,2603,133,6,3230,203,14,2641,165,13,478,130,13,476,

YML100W-A,YML100W-A,"Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",N/A,Normal,Normal,0.989,1.19,1.083,N/A,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,129,5,1887,128,5,2679,221,15,2755,178,15,1021,125,12,1031,

YLR148W,PEP3,"Component of CORVET membrane tethering complex; vacuolar peripheral membrane protein that promotes vesicular docking/fusion reactions in conjunction with SNARE proteins, required for vacuolar biogenesis",endosome,Normal,Abnormal,0.63,0.76,0,viable ,Responsive,Responsive,19,Not calculated,140,8,2772,132,8,3515,220,21,3033,167,9,394,152,26,391,

YML118W,NGL3,"3'-5' exonuclease specific for poly-A RNAs; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; similar to Ngl1p; NGL3 has a paralog, NGL2, that arose from the whole genome duplication",0,Normal,Normal,0.965,1.211,1.043,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,140,7,2019,132,7,3001,208,15,3382,163,14,635,130,13,628,

YLR149C,GID11,Substrate receptor of the glucose-induced degradation-deficient (GID) complex that targets gluconeogenic enzymes for proteasomal degradation upon switch from ethanol to glucose as a carbon source; overexpression causes a cell cycle delay or arrest; null mutation results in a decrease in plasma membrane electron transport; protein abundance increases in response to DNA replication stress,ambiguous,Normal,Normal,0.998,1.107,1.065,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,136,6,2539,129,6,3267,208,16,2452,163,13,508,129,14,501,

YML119W,YML119W,Putative protein of unknown function; YML119W is not an essential gene; potential Cdc28p substrate,0,Normal,Normal,0.987,1.181,1.066,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,136,7,2940,130,7,3164,213,17,3695,159,14,676,131,16,657,

YLR151C,PCD1,"8-oxo-dGTP diphosphatase; prevents spontaneous mutagenesis via sanitization of oxidized purine nucleoside triphosphates; can also act as peroxisomal pyrophosphatase with specificity for coenzyme A and CoA derivatives, may function to remove potentially toxic oxidized CoA disulfide from peroxisomes to maintain the capacity for beta-oxidation of fatty acids; nudix hydrolase family member; similar E. coli MutT and human, rat and mouse MTH1",0,Normal,Normal,0.989,1.147,1.133,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,138,7,3233,133,8,3437,204,15,2776,183,13,1509,121,8,1505,

YML124C,TUB3,"Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules; expressed at lower level than Tub1p; TUB3 has a paralog, TUB1, that arose from the whole genome duplication","cytoplasm,nucleus,spindle pole",Normal,Cell morphology,0.982,1.135,1.04,viable ,Responsive,Responsive,43,77,159,16,1796,134,9,2639,249,31,2482,166,12,329,133,15,331,

YLR152C,YLR152C,Putative protein of unknown function; YLR152C is not an essential gene,0,Normal,Normal,1.061,1.153,1.047,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,134,7,3749,131,7,3735,211,15,2559,166,14,511,134,17,512,

YML130C,ERO1,Thiol oxidase required for oxidative protein folding in the ER; essential for maintaining ER redox balance; feedback regulated via reduction and oxidation of regulatory bonds; reduced Pdi1p activates Ero1p by direct reduction of Ero1p regulatory bonds; depletion of thiol substrates and accumulation of oxidized Pdi1p results in inactivation of Ero1p by both Pdi1p-mediated oxidation and autonomous oxidation of Ero1p regulatory bonds; ero1-1 mutation complemented by human ERO1L,0,Normal,Normal,0.999,1.08,1.12,inviable ,No aparent change,No aparent change,Not calculated,Not calculated,145,9,3367,146,9,3520,234,20,1996,183,24,493,140,21,499,

YLR154C-G,YLR154C-G,Putative protein of unknown function; identified by fungal homology comparisons and RT-PCR; this ORF is contained within RDN25-2 and RDN37-2,N/A,Normal,Normal,1.05,1.081,1.064,N/A,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,137,6,1457,133,7,1842,208,15,2165,163,11,756,131,12,753,

YMR006C,PLB2,Phospholipase B (lysophospholipase) involved in lipid metabolism; displays transacylase activity in vitro; overproduction confers resistance to lysophosphatidylcholine,0,Normal,Normal,1.006,1.068,1.036,viable ,Responsive,Responsive,18,17,146,7,2704,137,6,2938,223,18,2191,185,11,2541,121,7,2607,

YLR154W-C,TAR1,Protein potentially involved in regulation of respiratory metabolism; located in the mitochondria; interacts genetically with RPO41 and physically with Coq5p; encoded within the 25S rRNA gene on the opposite strand,N/A,Normal,Normal,1.075,1.039,1.019,N/A,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,137,6,2492,131,8,3418,206,15,3154,168,11,854,131,12,852,

YMR008C,PLB1,"Phospholipase B (lysophospholipase) involved in lipid metabolism; required for efficient acyl chain remodeling of newly synthesized phosphatidylethanolamine-derived phosphatidylcholine; required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol; PLB1 has a paralog, PLB3, that arose from the whole genome duplication",0,Normal,Normal,1.102,1.043,1.009,viable ,Responsive,Responsive,22,25,152,8,3544,141,7,1952,219,18,3103,165,11,921,133,12,944,

YLR162W-A,RRT15,Putative protein of unknown function; identified by fungal homology comparisons and RT-PCR; identified in a screen for mutants with decreased levels of rDNA transcription,N/A,Normal,Normal,1.145,0.976,1.016,N/A,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,142,6,3454,134,6,2611,213,14,3122,168,11,587,133,11,593,

YLR164W,SHH4,"Putative alternate subunit of succinate dehydrogenase (SDH); mitochondrial inner membrane protein; genetic interaction with SDH4 suggests that Shh4p can function as a functional SDH subunit; a fraction copurifies with SDH subunit Sdh3p; expression induced by nitrogen limitation in a GLN3, GAT1-dependent manner; Shh4p has greater similarity to human SDHD (subunit D of SDH, implicated in paraganglioma) than does its paralog Sdh4p",0,Normal,Normal,1.161,0.996,1.062,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,145,6,2585,143,6,3377,207,15,2813,182,12,2138,121,8,2141,

YMR015C,ERG5,C-22 sterol desaturase; a cytochrome P450 enzyme that catalyzes the formation of the C-22(23) double bond in the sterol side chain in ergosterol biosynthesis; may be a target of azole antifungal drugs,ER,Normal,Normal,1.194,0.98,1.128,competitive fitness  decreased ,Responsive,Responsive,46,82,176,18,2604,141,7,3167,260,39,2784,165,12,538,138,15,537,

YLR165C,PUS5,Pseudouridine synthase; catalyzes only the formation of pseudouridine (Psi)-2819 in mitochondrial 21S rRNA; not essential for viability,0,Normal,Normal,1.179,0.928,1.101,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,145,6,2344,142,6,3061,197,15,1775,162,10,1117,128,10,1120,

YMR017W,SPO20,Meiosis-specific subunit of the t-SNARE complex; required for prospore membrane formation during sporulation; similar to but not functionally redundant with Sec9p; binds to phosphatidic acid; SNAP-25 homolog,0,Normal,Normal,1.179,0.908,1.122,viable ,No Fluorescence detected,No fluorescence detected,Not calculated,Not calculated,143,6,2054,139,7,2759,205,14,2178,160,10,1446,128,11,1459,

YLR170C,APS1,Small subunit of the clathrin-associated adaptor complex AP-1; AP-1 is involved in protein sorting at the trans-Golgi network; homolog of the sigma subunit of the mammalian clathrin AP-1 complex,0,Normal,Abnormal,1.134,0.878,1.145,competitive fitness  decreased ,Responsive,Responsive,17,26,150,7,2110,141,6,2978,220,17,2754,163,15,981,164,30,953,

YNL038W,GPI15,Protein involved in the synthesis of GlcNAc-PI; GlcNAc-PI is the first intermediate in the synthesis of glycosylphosphatidylinositol (GPI) anchors; homologous to the human PIG-H protein; GlcNAc-PI stands for N-acetylglucosaminyl phosphatidylinositol,0,Normal,Abnormal,0,0.02,0.35,inviable ,No Fluorescence detected,Responsive,Not calculated,Not calculated,136,6,3057,129,6,2688,204,13,4072,256,134,106,338,479,106,
